nursery,forgery,messy,ˈnərsəri,ˈfɔrʤəri,ˈmɛsi
heartwood,hood,combination,ˈhɑrtˌwʊd,hʊ,ˌkɑmbəˈneɪʃən
ghost,melba toast,sandbar,goʊst,ˈmɛlbə toʊ,ˈsændˌbɑr
coast,innermost,frenzy,koʊst,ˈɪnərˌmoʊ,ˈfrɛnzi
crabby,daddy,cheerful,ˈkræbi,ˈdædi,ˈʧɪrfəl
captain,patent,brainy,ˈkæptən,ˈpætə,ˈbreɪni
fault,gault,wagon,fɔlt,gɔ,ˈwægən
breakthrough,tattoo,youth,ˈbreɪkθˌru,ˌtæˈtu,juθ
guess,abs,origin,gɛs,ˈeɪˈbiˈɛs,ˈɔrəʤən
making,raking,psychiatrist,ˈmeɪkɪŋ,ˈreɪkɪŋ,səˈkaɪətrəst
re,yesterday,regulator,ri,ˈjɛstərˌdeɪ,ˈrɛgjəˌleɪtər
narrow,vero,espalier,ˈnɛroʊ,ˈvɛroʊ,ɛˈspæljər
eager,reagor,aluminium,ˈigər,ˈrigə,ˌæˈljumɪnəm
slay,grey,barrage,sleɪ,greɪ,bərɑʒ
supermarket,markets,construct,ˈsupərˌmɑrkɪt,ˈmɑrkɪts,ˈkɑnstrəkt
recession,indigestion,scotch,ˌriˈsɛʃən,ˌɪndaɪˈʤɛsʧə,skɑʧ
goal,poll,exceed,goʊl,poʊl,ɪkˈsid
intolerant,following,gigantic,ˌɪnˈtɑlərənt,ˈfɑloʊɪ,ʤaɪˈgænɪk
indication,emblazon,archaeologist,ˌɪndəˈkeɪʃən,ɛmˈbleɪzə,ˌɑrkiˈɑləʤɪst
fall,squall,evaluation,fɔl,skwɔ,ɪˌvæljuˈeɪʃən
big,trigg,lark,bɪg,trɪg,lɑrk
soggy,gaudy,quiet,ˈsɑgi,ˈgɔdi,kwaɪət
coup,view,clone,ku,vju,kloʊn
mission,volition,hoe,ˈmɪʃən,voʊˈlɪʃə,hoʊ
blue,you,beggar,blu,ju,ˈbɛgər
hurry,cherry,exile,ˈhəri,ˈʧɛri,ˈɛkˌsaɪl
handle,bangle,understood,ˈhændəl,ˈbæŋgəl,ˌəndərˈstʊd
shing,anything,announce,ʃɪŋ,ˈɛniˌθɪŋ,əˈnaʊns
liquor,elixir,jazz,ˈlɪkər,ɪˈlɪksə,ʤæz
driving,skin diving,incision,ˈdraɪvɪŋ,skɪn ˈdaɪvɪ,ˌɪnˈsɪʒən
damned,demand,gliding,dæmd,dɪˈmænd,ˈglaɪdɪŋ
plenary,scenery,rug,ˈplɛnəri,ˈsinəri,rəg
thode,load,caution,θoʊd,loʊd,ˈkɔʃən
wire,retire,position,waɪər,ˌriˈtaɪə,pəˈzɪʃən
plain,grain,visor,pleɪn,greɪn,ˈvaɪzər
overweight,today,caboose,ˌoʊvərˈweɪt,təˈdeɪ,kəˈbus
devise,memorize,contest,dɪˈvaɪz,ˈmɛmərˌaɪz,ˈkɑntɛst
fork,stark,helmet,fɔrk,stɑrk,ˈhɛlmət
show,snow,unemployment,ʃoʊ,snoʊ,ˌənɪmˈplɔɪmənt
person,virgin,purity,ˈpərsən,ˈvərʤɪ,ˈpjʊrɪti
magical,fanciful,journey,ˈmæʤɪkəl,ˈfænsɪfəl,ˈʤərni
jelly,silly,luggage,ˈʤɛli,ˈsɪli,ˈləgɪʤ
future,junior,alcove,fˈjuʧər,ˈʤunjər,ˈælˌkoʊv
will,sill,glue,wɪl,sɪ,glu
manners,matter,restored,ˈmænərz,ˈmætər,rɪˈstɔrd
school term,worm,buffet,skul tərm,wə,ˈbəfət
candle,mantel,vault,ˈkændəl,ˈmæntəl,vɔlt
broom,showroom,avoid,brum,ˈʃoʊˌrʊm,əˈvɔɪd
benefit,resident,lecture,ˈbɛnəfɪt,ˈrɛzɪdə,ˈlɛkʧər
disco,limo,rhythm,ˈdɪskoʊ,ˈlɪmoʊ,ˈrɪðəm
chinen,linen,flame,ˈʧɪnən,ˈlɪnə,fleɪm
cafe,weigh,adjoining,kəˈfeɪ,weɪ,əˈʤɔɪnɪŋ
relationship,career,guacamole,riˈleɪʃənˌʃɪp,kərɪr,gˌwɑkəˈmoʊli
pirate,private,gastronomy,ˈpaɪrət,ˈpraɪvə,gæˈstrɑnəmi
profit,catastrophic,macabre,ˈprɑfɪt,ˌkætəˈstrɑfɪ,məˈkɑbər
walking,warring,miscarriage,ˈwɔkɪŋ,ˈwɔrɪ,mɪˈskɛrəʤ
learned,adorned,stump,ˈlərnɪd,əˈdɔrnd,stəmp
damp,clamp,disarm,dæmp,klæmp,dɪˈsɑrm
devil,especial,survivor,ˈdɛvəl,əˈspɛʃə,sərˈvaɪvər
fiction,tuition,tickle,ˈfɪkʃən,tjuˈɪʃən,ˈtɪkəl
interrupt,thoracic duct,patron,ˌɪntərˈəpt,θɔˈræsɪk də,ˈpeɪtrən
straight,state,decide,streɪt,steɪt,ˌdɪˈsaɪd
between,compete,linseed,bɪtˈwin,kəmˈpi,ˈlɪnˌsid
stranger,glacier,deeply,ˈstreɪnʤər,ˈgleɪʃər,ˈdipli
farmland,stand,want,ˈfɑrmˌlænd,stænd,wɔnt
resting,setting,urge,ˈrɛstɪŋ,ˈsɛtɪŋ,ərʤ
ration,passion,artifact,ˈræʃən,ˈpæʃə,ˈɑrtəˌfækt
break down,drown,vengeful,breɪk daʊn,draʊn,ˈvɛnʤfəl
following,intolerant,zoology,ˈfɑloʊɪŋ,ˌɪnˈtɑlərə,zoʊˈɑləʤi
art,transport,moth,ɑrt,ˈtrænspɔrt,mɔθ
reconcile,mile,green,ˈrɛkənˌsaɪl,maɪ,grin
refrain,pain,illness,rɪˈfreɪn,peɪn,ˈɪlnəs
county,hourly,integrate,ˈkaʊnti,ˈaʊrli,ˈɪnəˌgreɪt
decide,satisfy,supervision,ˌdɪˈsaɪd,ˈsætɪsˌfaɪ,ˌsupərˈvɪʒən
regret,possess,tiny,rɪˈgrɛt,pəˈzɛ,ˈtaɪni
carnation,vacation,disregard,kɑrˈneɪʃən,veɪˈkeɪʃə,ˌdɪsrɪˈgɑrd
mystery,distillery,author,ˈmɪstəri,dɪˈstɪləri,ˈɔθər
mariachi,washy,carriage,ˌmɑriˈɑʧi,ˈwɑʃi,ˈkɛrəʤ
gel,bell,maddening,ʤɛl,bɛ,ˈmædənɪŋ
catcall,hall,brief,ˈkætˌkɔl,hɔl,brif
care,engineer,anticipate,kɛr,ˈɛnʤəˈnɪr,ænˈtɪsəˌpeɪt
dramatic,plastic,pail,drəˈmætɪk,ˈplæstɪ,peɪl
beating,evening,shrill,ˈbitɪŋ,ˈivnɪ,ʃrɪl
wheel,steel,venison,wil,stil,ˈvɛnəsən
farm,fire alarm,holder,fɑrm,faɪər əˈlɑ,ˈhoʊldər
bar,radar,database,bɑr,ˈreɪˌdɑ,ˈdætəˌbeɪs
raincoat,boat,cancer,ˈreɪnˌkoʊt,boʊt,ˈkænsər
opine,sunshine,harbour,oʊˈpaɪn,ˈsənˌʃaɪ,ˈhɑrbər
space,case,calorie,speɪs,keɪs,ˈkælɔˌri
cozy,lowly,courageous,ˈkoʊzi,ˈloʊli,kərˈeɪʤəs
liar,acquire,response,laɪər,əkˈwaɪə,rɪˈspɑns
pasha,law,wrist,ˈpɑʃə,lɔ,rɪst
say,leeway,main,seɪ,ˈliˌweɪ,meɪn
practice,captain,title,ˈpræktɪs,ˈkæptən,ˈtaɪtəl
masons,basics,flag,ˈmeɪsənz,ˈbeɪsɪks,flæg
revolution,contusion,rape,ˌrɛvəˈluʃən,kənˈtuʒən,reɪp
fooling,foolish,confectionery,ˈfulɪŋ,ˈfulɪ,kənˈfɛkʃəˌnɛri
destination,inspiration,wood,ˌdɛstɪˈneɪʃən,ˌɪnspərˈeɪʃə,wʊd
horrible,chronicle,erosion,ˈhɔrəbəl,ˈkrɑnɪkəl,ɪˈroʊʒən
state,trait,watcher,steɪt,treɪ,ˈwɑʧər
til,thrill,solution,tɪl,θrɪ,səˈluʃən
suit,lute,peasant,sut,lut,ˈpɛzənt
decide,moonlight,cornmeal,ˌdɪˈsaɪd,ˈmunˌlaɪ,ˈkɔrnˌmil
wilderness,silliness,acknowledgment,ˈwɪldərnəs,ˈsɪlinəs,ækˈnɑlɪʤmənt
steal,feel,x-rated,stil,fil,ɛks ˈreɪtɪd
fear,persevere,placebo,fɪr,pərsəˈvɪ,pləˈsiboʊ
encumbered,hundred,urge,ɛnˈkəmbərd,ˈhənə,ərʤ
charity,jealousy,pause,ˈʧɛrɪti,ˈʤɛləsi,pɔz
chrominance,motionless,agonizing,ˈkroʊmənəns,ˈmoʊʃənlə,ˈægənaɪzɪŋ
fone,tone,loophole,foʊn,toʊn,ˈluˌphoʊl
gamesman,tan,mind,ˈgeɪmzˌmæn,tæ,maɪnd
pleading,hearing,excellent,ˈplidɪŋ,ˈhirɪ,ˈɛksələnt
casserole,potato,floor,ˈkæsərˌoʊl,pəˈteɪˌtoʊ,flɔr
gabardine,pony,bandwidth,ˈgæbərˌdin,ˈpoʊˌni,ˈbændwɪdθ
loafer,turn over,search,ˈloʊfər,tərn ˈoʊvər,sərʧ
almighty,heidi,caddy,ɔlˈmaɪti,ˈhaɪdi,ˈkædi
muse,cruise,peck,mjuz,kru,pɛk
long,headstrong,birdcage,lɔŋ,ˈhɛdˌstrɔ,ˈbərdkeɪʤ
declined,blind,quarter,dɪˈklaɪnd,blaɪnd,kˈwɔrtər
fluently,opportunity,romantic,ˈfluəntli,ˌɑpərˈtunəti,roʊˈmæntɪk
skew,screw,molar,skju,skru,moʊlʌɹ
sugg,bug,snatch,səg,bəg,snæʧ
standing,hand in,delay,ˈstændɪŋ,hænd ɪ,dɪˈleɪ
room,legume,dispense,rum,ˈlɛˌgjum,dɪˈspɛns
bummer,drummer,patron,ˈbəmər,ˈdrəmə,ˈpeɪtrən
excellent,tenement,suspension,ˈɛksələnt,ˈtɛnəmənt,səˈspɛnʃən
soy,hoi,grandmother,sɔɪ,hɔɪ,ˈgrændˌməðər
glasses,advances,recording,ˈglæsɪz,ədˈvænsɪ,rɪˈkɔrdɪŋ
lucy,movie,apple,ˈlusi,ˈmuvi,ˈæpəl
tell,spell,reset,tɛl,spɛl,ˈrisɛt
danger,container,refund,ˈdeɪnʤər,kənˈteɪnə,ˈriˌfənd
erection,discretion,cable,ɪˈrɛkʃən,dɪˈskrɛʃə,ˈkeɪbəl
cupboard,uttered,thread,ˈkəbərd,ˈətə,θrɛd
come,thumb,sample,kəm,θəm,ˈsæmpəl
disagree,louise,gaudy,dɪsəˈgri,luiz,ˈgɔdi
tobacco,railroad,locket,təˈbæˌkoʊ,ˈreɪˌlroʊd,ˈlɑkɪt
quit,emit,garage,kwɪt,ɪˈmɪt,gərɑʒ
beater,teacher,bookcase,ˈbitər,ˈtiʧə,ˈbʊkˌkeɪs
kiss,suisse,giddy,kɪs,swɪs,ˈgɪdi
existence,appearance,search,ɪgˈzɪstəns,əˈpɪrəns,sərʧ
pray,relay,morbid,preɪ,ˈriˌleɪ,ˈmɔrbəd
lingerfelt,belt,migration,ˈlɪŋgərˌfɛlt,bɛlt,maɪˈgreɪʃən
pure,wear,skyline,pjʊr,wɛr,ˈskaɪˌlaɪn
ferm,firm,easel,fərm,fərm,ˈizəl
quip,crib,heating,kwɪp,krɪb,ˈhitɪŋ
woke,smoke,online,woʊk,smoʊk,ˈɔnˌlaɪn
heartache,sake,ascot,ˈhɑrˌteɪk,seɪk,ˈæˌskɑt
live,contrive,gambling,lɪv,kənˈtraɪv,ˈgæmbəlɪŋ
barely,belly,ordination,ˈbɛrli,ˈbɛli,ˌɔrdəˈneɪʃən
articulate,estate,bond,ɑrˈtɪkjəˌleɪt,ɛˈsteɪ,bɑnd
handler,manager,oleo,ˈhændələr,ˈmænɪʤə,ˈoʊliˌoʊ
zero,heroes,step-father,ˈziroʊ,ˈhɪroʊz,stɛp ˈfɑðər
disposition,rendition,entertainment,ˌdɪspəˈzɪʃən,rɛnˈdɪʃə,ˌɛnərˈteɪnmənt
barrel,carrot,workable,ˈbɛrəl,ˈkɛrə,ˈwərkəbəl
brownie,dowdy,benefit,ˈbraʊni,ˈdaʊdi,ˈbɛnəfɪt
bennet,minute,odometer,ˈbɛnɪt,ˈmɪnə,ˌoʊˈdɑmətər
speak,freak,havoc,spik,fri,ˈhævək
separate,slate,heartbeat,ˈsɛpərˌeɪt,sleɪ,ˈhɑrtˌbit
hallway,slay,swordfish,ˈhɔlˌweɪ,sleɪ,ˈsɔrdˌfɪʃ
due,accrue,twins,du,əˈkru,twɪnz
stang,slang,accessory,stæŋ,slæ,ækˈsɛsəri
thrust,rushed,flick,θrəst,rəʃt,flɪk
arch,demarche,birth,ɑrʧ,dɪˈmɑrʧ,bərθ
bangle,candle,romance,ˈbæŋgəl,ˈkændə,ˈroʊmæns
insurance,life assurance,chauvinist,ˌɪnˈʃʊrəns,laɪf əˈʃʊrə,ˈʃoʊvənəst
shoe,to,burial,ʃu,tɪ,ˈbɛriəl
pipe,gripe,mate,paɪp,graɪ,meɪt
breast,west,ostrich,brɛst,wɛ,ˈɔstrɪʧ
double,chuckle,platinum,ˈdəbəl,ˈʧəkəl,ˈplætənəm
valley,dillydally,vacuum,ˈvæli,ˈdɪliˈdæli,ˈvækjum
gentle,mental,bleach,ˈʤɛnəl,ˈmɛntəl,bliʧ
slept,reflect,shootdown,slɛpt,rɪˈflɛ,ˈʃutˌdaʊn
hotel,nightmare,alias,hoʊˈtɛl,ˈnaɪtˌmɛ,ˈeɪliəs
store,appear,fine,stɔr,əˈpɪr,faɪn
major term,charm,reasoning,ˈmeɪʤər tərm,ʧɑrm,ˈrizənɪŋ
carolyn,heroine,pilaf,ˈkɛrəlɪn,ˈhɛroʊə,ˌpiˈlɑf
urn,turn,typical,ərn,tərn,ˈtɪpɪkəl
inch,lip synch,purr,ɪnʧ,lɪp sɪ,pər
sue,dew,crop,su,du,krɑp
lank,thank,vulture,læŋk,θæ,ˈvəlʧər
snowbound,round,abide,sˈnoʊˌbaʊnd,raʊ,əˈbaɪd
spy,ai,depth,spaɪ,eɪaɪ,dɛpθ
lip,kip,rabbi,lɪp,kɪp,ˈræˌbaɪ
cancelled,counsel,event,ˈkænsəld,ˈkaʊnsə,ɪˈvɛnt
gang,liang,predict,gæŋ,ljæ,prɪˈdɪkt
lifetime,crime,coordinate,ˈlaɪfˌtaɪm,kraɪm,koʊˈɔrdəˌneɪt
stitch,sales pitch,bride,stɪʧ,seɪlz pɪʧ,braɪd
pan,lan,suggestion,pæn,læn,səˈʤɛsʧən
joke,oak,partner,ʤoʊk,oʊ,ˈpɑrtnər
hear,square,toe,hir,skwɛr,toʊ
kneel,peel,bowl,nil,pi,boʊl
screw,hitherto,folk,skru,ˈhɪˌðərˈtu,foʊk
shopping,soaring,unit,ˈʃɑpɪŋ,ˈsɔrɪŋ,ˈjunɪt
pecan,man,digging,ˈpiˌkɑn,mæ,ˈdɪgɪŋ
tea,lee,thinking,ti,li,ˈθɪŋkɪŋ
legend,engine,youth,ˈlɛʤənd,ˈɪnʤən,juθ
deserve,irv,mineral,dɪˈzərv,ərv,ˈmɪnərəl
pin,inn,phrase,pɪn,ɪn,freɪz
bedroom,perfumes,brainy,ˈbɛˌdrum,pərfˈjumz,ˈbreɪni
trail,voicemail,printing,treɪl,ˈvɔɪsˌmeɪl,ˈprɪnɪŋ
repeat,conceit,stir-fry,rɪˈpit,kənˈsit,stər fraɪ
riding,diving,mixture,ˈraɪdɪŋ,ˈdaɪvɪ,ˈmɪksʧər
incentive,perspective,beech,ˌɪnˈsɛnɪv,pərˈspɛktɪv,biʧ
me,bee,fibre,mi,bi,ˈfaɪbər
basin,education,minor-league,ˈbeɪsən,ˌɛʤəˈkeɪʃən,ˈmaɪnər lig
devilish,menace,careful,ˈdɛvlɪʃ,ˈmɛnɪ,ˈkɛrfəl
thrall,small,oleo,θrɔl,smɔ,ˈoʊliˌoʊ
die,butterfly,eclipse,daɪ,ˈbətərˌflaɪ,ɪˈklɪps
aberration,temptation,casket,ˌæbərˈeɪʃən,tɛmˈteɪʃən,ˈkæskət
drinking,winging,agreement,ˈdrɪŋkɪŋ,ˈwɪŋɪ,əˈgrimənt
silk,chocolate milk,intuition,sɪlk,ˈʧɔklət mɪlk,ˌɪntuˈɪʃən
carsick,hardship,suspend,ˈkɑrsɪk,ˈhɑrdʃɪ,səˈspɛnd
moad,toad,underweight,moʊd,toʊ,ˈəndərˌweɪt
horn,earn,oasis,hɔrn,ərn,oʊˈeɪsɪs
pleasant,lesson,jackal,ˈplɛzənt,ˈlɛsən,ˈʤækəl
gather,slathered,sunday,ˈgæðər,sˈlæðərd,ˈsənˌdi
twist,tryst,macaroni,twɪst,trɪst,ˌmækərˈoʊni
lipstick,within,booklet,ˈlɪpˌstɪk,wɪˈθɪn,ˈbʊklɪt
chrome,roam,sweat,kroʊm,roʊ,swɛt
put,coltsfoot,capacity,pʊt,ˈkoʊltsˌfʊ,kəˈpæsɪti
gorgeous,morris,gap,ˈgɔrʤəs,ˈmɔrɪs,gæp
olde,cold,cloister,oʊld,koʊ,ˈklɔɪstər
goodbye,guy,wretched,ˌgʊdˈbaɪ,gaɪ,ˈrɛʧɪd
fog,lapdog,clavicle,fɔg,ˈlæpˌdɔ,ˈklævɪkəl
aquarist,forest,bitten,əkˈwɛrɪst,ˈfɔrɪst,ˈbɪtən
war,sycamore,help,wɔr,ˈsɪkəˌmɔ,hɛlp
basement,station,jet,ˈbeɪsmənt,ˈsteɪʃən,ʤɛt
cable,faithful,submarine,ˈkeɪbəl,ˈfeɪθfəl,ˌsəbmərˈin
syme,time,musician,saɪm,taɪm,mjuˈzɪʃən
jar,commissar,contact,ʤɑr,ˈkɑməˌsɑ,ˈkɑnˌtækt
holiday,lay,wring,ˈhɑlɪˌdeɪ,leɪ,rɪŋ
headlights,midnight,plow,ˈhɛˌdlaɪts,ˈmɪdˌnaɪ,plaʊ
prepare,prayer,king,priˈpɛr,prɛr,kɪŋ
achieve,repeat,packet,əˈʧiv,rɪˈpit,ˈpækɪt
scum,thumb,agreement,skəm,θə,əˈgrimənt
silence,guidance,jerk,ˈsaɪləns,ˈgaɪdəns,ʤərk
memory,reveries,dramatize,ˈmɛməri,ˈrɛvəri,ˈdrɑməˌtaɪz
opinion,virginian,picayune,əˈpɪnjən,vərˈʤɪnjə,ˌpɪkiˈjun
strand,withstand,rosemary,strænd,wɪθˈstænd,ˈroʊzˌmɛri
spread,misread,questionnaire,sprɛd,mɪsˈrɛ,kˌwɛsʧəˈnɛr
digression,expression,originality,daɪˈgrɛʃən,ɪkˈsprɛʃə,ərˌɪʤəˈnælɪti
withhold,cold,veteran,wɪθˈhoʊld,koʊ,ˈvɛtərən
local,spoken,neck,ˈloʊkəl,ˈspoʊkə,nɛk
viral,pirate,jury,ˈvaɪrəl,ˈpaɪrət,ˈʤʊri
felony,charity,expose,ˈfɛləni,ˈʧɛrɪti,ɪkˈspoʊz
wage,cage,disgust,weɪʤ,keɪ,dɪsˈgəst
counterclaim,game,finicky,ˈkaʊntərˌkleɪm,geɪ,ˈfɪnəki
dummy,buddy,moonlight,ˈdəmi,ˈbədi,ˈmunˌlaɪt
akin,skin,anklet,ˈeɪkɪn,skɪn,ˈæŋklɪt
modern,honor,loss,ˈmɑdərn,ˈɑnə,lɔs
expect,neglect,unsightly,ɪkˈspɛkt,nɪˈglɛkt,ənˈsaɪtli
twilight,alike,pancreas,tˈwaɪˌlaɪt,əˈlaɪ,ˈpænkriəs
tea,lee,electronics,ti,li,ˌɪˌlɛkˈtrɑnɪks
lead,heed,impact,lɛd,hi,ˌɪmˈpækt
method,infected,crocodile,ˈmɛθəd,ˌɪnˈfɛktɪd,ˈkrɑkəˌdaɪl
print,lemon mint,steer,prɪnt,ˈlɛmən mɪ,stɪr
herve,nerve,tripod,ˈhərveɪ,nərv,ˈtraɪˌpɑd
gashed,cast,asparagus,gæʃt,kæ,əˈspɛrəgəs
writing,writhing,chamber,ˈraɪtɪŋ,ˈrɪθɪŋ,ˈʧeɪmbər
lying,science,combative,laɪɪŋ,saɪəns,ˌkɑmˈbæˌtɪv
festoon,moon,politics,ˌfɛˈstun,mun,ˈpɑləˌtɪks
libertine,gene,stare,ˈlɪbərˌtin,ʤin,stɛr
define,spine,turn,dɪˈfaɪn,spaɪ,tərn
punjab,stab,construct,ˈpənˌʤæb,stæb,ˈkɑnstrəkt
seminar,radar,sardine,ˈsɛməˌnɑr,ˈreɪˌdɑr,sɑrˈdin
wood,motherhood,role,wʊd,ˈməðərˌhʊ,roʊl
example,candle,spandex,ɪgˈzæmpəl,ˈkændə,ˈspændəks
poncho,conroe,ribbon,ˈpɑnʧoʊ,ˈkɑnroʊ,ˈrɪbən
beck,check,eyrie,bɛk,ʧɛ,ˈɛri
chao,allow,bell,ʧaʊ,əˈlaʊ,bɛl
aunt,pant,version,ɔnt,pæ,ˈvərʒən
well,foretell,dagger,wɛl,fɔrˈtɛ,ˈdægər
probative,creative,reach,proʊˈbeɪtɪv,kriˈeɪtɪv,riʧ
proclaim,name,pavilion,proʊˈkleɪm,neɪ,pəˈvɪljən
son,undone,walking,sən,ənˈdən,ˈwɔkɪŋ
relate,ameliorate,forgetful,rɪˈleɪt,əˈmiljərˌeɪ,fərˈgɛtfəl
spiritual,spherical,executive,ˈspɪrɪˌʧuəl,sˈfɛrɪkə,ɪgˈzɛkjətɪv
cloth,silkworm moth,pinot,klɔθ,ˈsɪlkwərm mɔ,ˈpɪnət
turf,cerf,birdhouse,tərf,sərf,ˈbərdhaʊs
handful,rock wool,phone,ˈhændˌfʊl,rɑk wʊ,foʊn
mont blanc,thank,rancher,mɑnt blæŋk,θæŋk,ˈrænʧər
evidence,resident,combine,ˈɛvədəns,ˈrɛzɪdənt,ˈkɑmbaɪn
masquerade,spade,put,ˌmæskərˈeɪd,speɪd,pʊt
boomer,rumor,pudding,ˈbumər,ˈrumər,ˈpʊdɪŋ
warn,carne,context,wɔrn,kɑrn,ˈkɑntɛkst
satellite,outline,pounding,ˈsætəˌlaɪt,ˈaʊˌtlaɪn,ˈpaʊndɪŋ
compromise,prize,offbeat,ˈkɑmprəˌmaɪz,praɪz,ˈɔfˈbit
weep,oversleep,credit,wip,ˌoʊvərsˈli,ˈkrɛdɪt
longing,fawning,howitzer,ˈlɔŋɪŋ,ˈfɔnɪ,ˈhaʊətsər
drink,mink,hugger,drɪŋk,mɪŋk,ˈhəgər
short,girt,association,ʃɔrt,gə,əˌsoʊʃiˈeɪʃən
passing,dancing,delegate,ˈpæsɪŋ,ˈdænsɪŋ,ˈdɛləˌgeɪt
disillusioned,conclusion,component,ˌdɪsɪˈluʒənd,kənˈkluʒə,kəmˈpoʊnənt
gun,one,pain,gən,wən,peɪn
lingered,finger,mare,ˈlɪŋgərd,ˈfɪŋgər,mɛr
deride,decide,vignette,dɪˈraɪd,ˌdɪˈsaɪd,vɪnˈjɛt
bait,indicate,jolly,beɪt,ˈɪndəˌkeɪt,ˈʤɑli
committed,lifted,toaster,kəˈmɪtɪd,ˈlɪftɪd,ˈtoʊstər
deluded,disillusioned,carrier,dɪˈludɪd,ˌdɪsɪˈluʒənd,ˈkɛriər
barricade,staircase,remnant,ˈbɛrəˌkeɪd,ˈstɛrˌkeɪs,ˈrɛmnənt
delph,shelf,timber,dɛlf,ʃɛlf,ˈtɪmbər
debris,foresee,father-in-law,dəˈbri,fɔrˈsi,ˈfɑðər ɪn lɔ
ninety,shiny,afford,ˈnaɪnti,ˈʃaɪni,əˈfɔrd
dedication,education,fire,ˌdɛdəˈkeɪʃən,ˌɛʤəˈkeɪʃə,faɪər
block,chock,zippy,blɑk,ʧɑk,ˈzɪpi
metaphorical,spiritual,military,ˌmɛtəˈfɔrɪkəl,ˈspɪrɪˌʧuə,ˈmɪlɪˌtɛri
bip,skip,dressing,bɪp,skɪp,ˈdrɛsɪŋ
foot,shot put,sad,fʊt,ʃɑt pʊ,sæd
milk,bilk,riddle,mɪlk,bɪlk,ˈrɪdəl
disguise,surmise,angstrom,dɪsˈgaɪz,sərˈmaɪz,ˈæŋstrəm
treaty,sneaky,pretzel,ˈtriti,sˈniki,ˈprɛtzəl
pan,shan,success,pæn,ʃæn,səkˈsɛs
prayer,stare,t-shirt,prɛr,stɛr,ti ʃərt
purpose,argus,popsicle,ˈpərpəs,ˈɑrgəs,ˈpɑpsɪkəl
rampage,cage,astrologer,ˈræmˌpeɪʤ,keɪʤ,əˈstrɑləʤər
plastic,onomastic,hear,ˈplæstɪk,ˌɑnəˈmæstɪ,hir
squeak,sneak,strife,skwik,snik,straɪf
chase,typeface,talented,ʧeɪs,ˈtaɪpˌfeɪs,ˈtæləntɪd
uncut,makeup,symbol,ˌənˈkət,ˈmeɪˌkə,ˈsɪmbəl
cliche,hallway,miracle,kliˈʃeɪ,ˈhɔlˌweɪ,ˈmɪrəkəl
brazilian,opinion,business,brəˈzɪljən,əˈpɪnjə,ˈbɪznɪs
ignorance,difference,governor,ˈɪgnərəns,ˈdɪfərəns,ˈgəvərnər
way,fey,repayment,weɪ,feɪ,riˈpeɪmənt
grease,masterpiece,native,gris,ˈmæstərˌpi,ˈneɪtɪv
eternity,certainty,horseradish,ɪˈtərnəti,ˈsərtənti,ˈhɔrsˌrædɪʃ
tell,lapel,being,tɛl,ləˈpɛ,biɪŋ
scenery,creamery,manage,ˈsinəri,ˈkriməri,ˈmænɪʤ
dec,peck,parser,dɛk,pɛ,ˈpɑrsər
crosstalk,chalk,attract,ˈkrɔˈstɔk,ʧɔ,əˈtrækt
pap,gap,yarn,pæp,gæ,jɑrn
joe,stereo,verify,ʤoʊ,ˈstɛriˌoʊ,ˈvɛrəˌfaɪ
machete,steady,spawn,məˈʧɛˌti,ˈstɛdi,spɔn
trident,license,eyelash,ˈtraɪdənt,ˈlaɪsə,ˈaɪˌlæʃ
barrel,beryl,angora,ˈbɛrəl,ˈbɛrəl,æŋˈgɔrə
refit,spit,speaker,riˈfɪt,spɪ,ˈspikər
ribbon,kick in,eyebrows,ˈrɪbən,kɪk ɪn,ˈaɪˌbraʊz
tandem,album,fringe,ˈtændəm,ˈælbə,frɪnʤ
hammer,coat hanger,infiltration,ˈhæmər,koʊt ˈhæŋər,ˌɪnfɪlˈtreɪʃən
lizzie,dizzy,bra,ˈlɪzi,ˈdɪzi,brɑ
message,dressing,woebegone,ˈmɛsɪʤ,ˈdrɛsɪŋ,ˈwoʊbɪˌgɔn
past,blast,fowl,pæst,blæ,faʊl
etter,letter,ease,ˈɛtər,ˈlɛtə,iz
lot,naught,lend,lɔt,nɔ,lɛnd
worry,thirsty,hog,ˈwəri,ˈθərsti,hɑg
hop,desktop,horrible,hɑp,ˈdɛskˌtɑ,ˈhɔrəbəl
brownie,romani,thesis,ˈbraʊni,roʊˈmɑni,ˈθiˌsɪs
trigger,river,pagoda,ˈtrɪgər,ˈrɪvər,pəˈgoʊdə
tray,bay,surplus,treɪ,beɪ,ˈsərpləs
temper,offender,panel,ˈtɛmpər,əˈfɛndər,ˈpænəl
kaley,daily,sloth,ˈkeɪli,ˈdeɪli,sloʊθ
send,girlfriend,stick,sɛnd,ˈgərlˌfrɛnd,stɪk
gate,associate,farm,geɪt,əˈsoʊʃiˌeɪ,fɑrm
maze,phrase,elimination,meɪz,freɪz,ɪˌlɪməˈneɪʃən
compromise,apprise,dahlia,ˈkɑmprəˌmaɪz,əˈpraɪ,ˈdæljə
hum,rule of thumb,school,həm,rul əv θə,skul
two,blue,malicious,tu,blu,məˈlɪʃəs
way of life,nightlife,raise,weɪ əv laɪf,ˈnaɪˌtlaɪf,reɪz
these,breeze,parser,ðiz,bri,ˈpɑrsər
veazie,easy,assembly,ˈvizi,ˈizi,əˈsɛmbli
